"question","answer","category"
"How do I list a Deployment in production on EKS?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On EKS in production, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in production on AKS?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On AKS in production, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in production on GKE?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On GKE in production, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in production on self-managed?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On self-managed in production, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in production on k3s?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On k3s in production, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in production on OpenShift?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On OpenShift in production, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in disaster-recovery on EKS?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On EKS in disaster-recovery, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in disaster-recovery on AKS?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On AKS in disaster-recovery, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in disaster-recovery on GKE?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On GKE in disaster-recovery, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in disaster-recovery on self-managed?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On self-managed in disaster-recovery, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in disaster-recovery on k3s?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On k3s in disaster-recovery, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in disaster-recovery on OpenShift?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On OpenShift in disaster-recovery, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in multi-cluster on EKS?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On EKS in multi-cluster, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in multi-cluster on AKS?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On AKS in multi-cluster, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
"How do I list a Deployment in multi-cluster on GKE?","kubectl get <type> -o wide for details, -o yaml for full spec, -l for labels, --all-namespaces for cluster-wide, --field-selector for filtering. On GKE in multi-cluster, follow the platform-specific documentation and security requirements for the environment.","kubernetes"
